"","FPKM.brain.tablemaker"
"9493",0
"9494",0
"9495",3.4453
"9496",0
"9497",0
"9498",0
"9499",0
"9500",0
"9501",1.28115
"9502",0
"9503",3.02654
"9504",2.75762
"9505",0
"9506",1.70354
"9507",2.21256
"9508",0
"9509",1.29631
"9510",21.0103
"9511",17.9027
"9512",9.34482
"9513",4.23644e-08
"9514",27.8773
"9515",0
"9516",0
"9517",0
"9518",0
"9519",0
"9520",2.86264
"9521",26.7619
"9522",2.24233
"9523",0
"9524",2.32663
"9525",1.05044
"9526",0
"9527",35.5993
"9528",0
"9529",0
"9530",1.30166
"9531",87.0339
"9532",1.89379
"9533",0
"9534",0
"9535",2.06223
"9536",0.523926
"9537",1.35541
"9538",0.157691
"9539",5.54708
"9540",0
"9541",0
"9542",0
"9543",0
"9544",0
"9545",2.42672
"9546",3.35997
"9547",0
"9548",2.14688
"9549",0
"9550",0
"9551",16.4921
"9552",3.6353
"9553",0
"9554",16.2124
"9555",26.029
"9556",0
"9557",32.6073
"9558",10.3248
"9559",0
"9560",2.60758
"9561",0
"9562",0
"9563",0
"9564",2.38085
"9565",3.21328
"9566",11.0695
"9567",0
"9568",10.8101
"9569",0
"9570",0
"9571",2.58978
"9572",0
"9573",3.1879
"9574",0
"9575",4.09991
"9576",0
"9577",9.37995
"9578",0
"9579",1.70205
"9580",0.651975
"9581",0
"9582",0
"9583",0
"9584",0
"9585",0
"9586",0
"9587",0
"9588",0
"9589",0
"9590",0
"9591",0
"9592",3.12006
"9593",6.39241
"9594",1.56131
"9595",0
"9596",16.6182
"9597",0
"9598",1.9706
"9599",0
"9600",8.72278
"9601",0
"9602",0
"9603",1.70132
"9604",3.60732
"9605",0
"9606",0
"9607",0.00678926
"9608",0.698293
"9609",0.292599
"9610",9.52028
"9611",22.7664
"9612",0
"9613",0
"9614",0
"9615",0
"9616",2.42672
"9617",24.5636
"9618",0
"9619",2.12384
"9620",0
"9621",0
"9622",0
"9623",25.1532
"9624",701.539
"9625",0
"9626",0
"9627",2.08617
"9628",3.54336
"9629",22.8056
"9630",0
"9631",0
"9632",0
"9633",0
"9634",0
"9635",7.21861
"9636",0
"9637",0
"9638",2.4004
"9639",2.24217
"9640",0
"9641",0
"9642",10.5889
"9643",2.18455
"9644",4.41509
"9645",7.71403
"9646",0
"9647",0
"9648",0
"9649",2.97153
"9650",0
"9651",0
"9652",0
"9653",3.78983
"9654",76.077
"9655",0
"9656",4.46207
"9657",0
"9658",20.0773
"9659",6.33655
"9660",0.963321
"9661",2.17145
"9662",6.60434
"9663",11.59
"9664",1.85241
"9665",3.07827
"9666",75.0709
"9667",2.39094e-05
"9668",0.000129776
"9669",1.74063e-05
"9670",9.44347e-05
"9671",9.80837e-07
"9672",2.10937
"9673",0
"9674",5.24651
"9675",67.96
"9676",0
"9677",29.3488
"9678",0
"9679",0
"9680",0
"9681",3.83546
"9682",0
"9683",0
"9684",1.52427
"9685",1.99815
"9686",0
"9687",7.88342
"9688",6.33145
"9689",0
"9690",0
"9691",0
"9692",1.03301
"9693",1.16501
"9694",0
"9695",0
"9696",0
"9697",0.835451
"9698",0
"9699",0
"9700",3.5239
"9701",0
"9702",21.5065
"9703",0
"9704",0
"9705",6.98423
"9706",0
"9707",0
"9708",0
"9709",0
"9710",5.17243
"9711",4.38331
"9712",43.6496
"9713",1.3789e-05
"9714",0
"9715",2.76144
"9716",0
"9717",0
"9718",0
"9719",3.56438
"9720",0
"9721",142.671
"9722",0
"9723",13.9834
"9724",0
"9725",6.55551
"9726",0
"9727",0
"9728",0
"9729",3.57397
"9730",32.135
"9731",7.29304e-05
"9732",3.49557
"9733",26.9707
"9734",0
"9735",0
"9736",0
"9737",0
"9738",2.02468
"9739",0
"9740",4.95688
"9741",0
"9742",0
"9743",35.4595
"9744",1.15538e-06
"9745",0
"9746",2.72183
"9747",0
"9748",0
"9749",0
"9750",3.9146
"9751",0
"9752",15.416
"9753",0
"9754",8.97832
"9755",0
"9756",4.40533
"9757",0
"9758",4.83284
"9759",0
"9760",0
"9761",1.02109
"9762",0
"9763",0
"9764",5.22333
"9765",0
"9766",0
"9767",0
"9768",0
"9769",0
"9770",0
"9771",0
"9772",1.5846
"9773",1.60672
"9774",5.06638
"9775",0
"9776",0.717105
"9777",15.172
"9778",0.000239237
"9779",0.000257419
"9780",0
"9781",0
"9782",0
"9783",0
"9784",1.84554
"9785",12.0638
"9786",3.78519e-05
"9787",4.82094e-06
"9788",0
"9789",0
"9790",0
"9791",0
"9792",0
"9793",0
"9794",1.7339
"9795",0
"9796",0
"9797",5.83854
"9798",0
"9799",0
"9800",421.728
"9801",3.83314
"9802",8.44656
"9803",0
"9804",0
"9805",1.7654
"9806",0
"9807",5.3424
"9808",0
"9809",0
"9810",10.3115
"9811",9.64963
"9812",0
"9813",2.33841
"9814",0
"9815",2.26786
"9816",0
"9817",0
"9818",9.12861
"9819",0
"9820",0
"9821",0
"9822",0
"9823",123.061
"9824",0
"9825",0
"9826",0
"9827",1.86193
"9828",3.94902
"9829",4.73238
"9830",4.84459
"9831",0
"9832",5.27081
"9833",4.53023
"9834",0
"9835",0
"9836",0
"9837",1.12109
"9838",0
"9839",0
"9840",0
"9841",0
"9842",0
"9843",0
"9844",5.81644
"9845",0
"9846",0
"9847",1.86193
"9848",0
"9849",4.85421
"9850",0
"9851",95.4769
"9852",0
"9853",3.01509
"9854",3.94953
"9855",2.30326
"9856",0
"9857",2.45949
"9858",0
"9859",4.14198
"9860",2.03087
"9861",7.60924
"9862",0
"9863",0
"9864",1.554
"9865",5.37963
"9866",4.28682
"9867",6.64104
"9868",0
"9869",0
"9870",1.87452
"9871",1.59954
"9872",1.55037
"9873",0
"9874",0
"9875",0
"9876",1.97158
"9877",2.09826
"9878",1.69481
"9879",0
"9880",0
"9881",0
"9882",0
"9883",2.15501
"9884",1.57488
"9885",1.32065
"9886",5.37121
"9887",1.81197
"9888",3.80251
"9889",0
"9890",1.54316
"9891",8.74192
"9892",4.17291
"9893",0
"9894",0
"9895",5.81038
"9896",2.4401
"9897",0
"9898",2.60099
"9899",0
"9900",2.4004
"9901",0
"9902",4.39803
"9903",2.65538
"9904",2.12172
"9905",2.90622
"9906",0
"9907",0
"9908",0
"9909",0
"9910",0
"9911",0
"9912",0
"9913",0
"9914",18.5583
"9915",0
"9916",0
"9917",0
"9918",1.46264
"9919",4.28913
"9920",0
"9921",6.95611
"9922",0
"9923",2.2485
"9924",2.6354
"9925",0
"9926",1.53307
"9927",0
"9928",0
"9929",37.1912
"9930",0
"9931",0
"9932",0
"9933",0
"9934",0
"9935",0.000123256
"9936",4.40245
"9937",0
"9938",0
"9939",0
"9940",0
"9941",0
"9942",0
"9943",3.20681
"9944",2.31918
"9945",0
"9946",0
"9947",0
"9948",0
"9949",0
"9950",0
"9951",0
"9952",3.29876
"9953",3.21361
"9954",1.19543
"9955",2.40166
"9956",1.342
"9957",0
"9958",2.37607
"9959",1.30796
"9960",5.03979
"9961",65.154
"9962",0
"9963",0
"9964",0
"9965",0
"9966",0
"9967",4.13768
"9968",2.00028
"9969",0
"9970",0
"9971",0
"9972",3.23186
"9973",11.4608
"9974",0
"9975",5.55705
"9976",77.859
"9977",0
"9978",0
"9979",0
"9980",10.3922
"9981",0
"9982",0
"9983",0
"9984",0
"9985",6.85286
"9986",6.75978
"9987",5.94523e-05
"9988",0
"9989",4.13525
"9990",3.68426
"9991",0
"9992",0
"9993",0
"9994",25.8256
"9995",9.37518
"9996",0
"9997",7.35633
"9998",1.11824e-05
"9999",49.8545
"10000",0
"10001",0
"10002",2.98936
"10003",4.54349
"10004",0
"10005",5.68138
"10006",48.6794
"10007",0
"10008",0
"10009",4.42982
"10010",1.60341
"10011",9.61058
"10012",0
"10013",0
"10014",6.62423
"10015",7.87996
"10016",9.13881
"10017",1.28861
"10018",0
"10019",0
"10020",0
"10021",0
"10022",20.6877
"10023",2.56334e-05
"10024",1.91415
"10025",0
"10026",0
"10027",0
"10028",1.21142
"10029",13.646
"10030",8.66864
"10031",2.46538e-06
"10032",2.47547e-06
"10033",2.45533e-06
"10034",0
"10035",0
"10036",0
"10037",10.2919
"10038",0
"10039",0
"10040",0
"10041",0
"10042",0
"10043",3.77145
"10044",3.57718
"10045",0
"10046",141.296
"10047",23.4427
"10048",5.19608
"10049",0
"10050",0
"10051",3.4143
"10052",2.02881
"10053",4.21185
"10054",14.9534
"10055",0
"10056",0
"10057",0
"10058",0
"10059",2.27824
"10060",0
"10061",0
"10062",3.22663
"10063",4.18606
"10064",0
"10065",0
"10066",3.21328
"10067",2.355
"10068",14.4221
"10069",1.78518
"10070",15.0489
"10071",1.52602
"10072",0
"10073",4.08962
"10074",3.67215
"10075",0
"10076",0
"10077",1.93519
"10078",15.5275
"10079",6.30669
"10080",11.1744
"10081",5.20124e-06
"10082",5.34533e-06
"10083",5.06781
"10084",0
"10085",0
"10086",4.00258
"10087",4.29355
"10088",0
"10089",1.65125
"10090",0
"10091",0
"10092",0
"10093",0
"10094",0
"10095",2.1632
"10096",0
"10097",3.26899
"10098",0
"10099",0
"10100",0
"10101",0
"10102",4.50728
"10103",3.38566
"10104",0
"10105",19.5737
"10106",0
"10107",14.7528
"10108",85.3314
"10109",20.51
"10110",0
"10111",0
"10112",0
"10113",11.6581
"10114",0
"10115",2.43413
"10116",2.07692
"10117",0
"10118",0
"10119",9.11424
"10120",0
"10121",0
"10122",0
"10123",2.29398
"10124",2.31128
"10125",0
"10126",14.3457
"10127",2.99103e-05
"10128",0
"10129",32.089
"10130",6.22638e-05
"10131",6.01293
"10132",4.22155
"10133",0
"10134",0
"10135",0
"10136",0.883432
"10137",0
"10138",0
"10139",27.1441
"10140",4.30829
"10141",0
"10142",0
"10143",0
"10144",0
"10145",8.28508
"10146",0
"10147",0
"10148",0
"10149",0
"10150",3.6322
"10151",0
"10152",3.05556
"10153",6.99471
"10154",0
"10155",3.24238
"10156",10.9679
"10157",1.22148e-05
"10158",0
"10159",2.65626
"10160",21.5429
"10161",0
"10162",0
"10163",1.97843
"10164",0
"10165",0
"10166",0
"10167",1.62964
"10168",0
"10169",0
"10170",3.91026
"10171",0
"10172",0
"10173",0
"10174",0
"10175",4.08047
"10176",1.65262
"10177",5.69185
"10178",0
"10179",3.9146
"10180",3.80251
"10181",0
"10182",0
"10183",331.908
"10184",18.6701
"10185",10.1642
"10186",0
"10187",0
"10188",0
"10189",0
"10190",5.38163
"10191",29.9699
"10192",0
"10193",1.67064
"10194",0
"10195",0
"10196",0
"10197",0
"10198",0
"10199",0
"10200",0
"10201",6.99115
"10202",3.43826
"10203",0
"10204",0
"10205",0
"10206",0
"10207",5.58976
"10208",0
"10209",29.8619
"10210",0.666358
"10211",0.681418
"10212",0.684202
"10213",0
"10214",4.9346
"10215",0
"10216",0
"10217",26.6723
"10218",8.35431
"10219",0
"10220",0.953181
"10221",0
"10222",0
"10223",0
"10224",0
"10225",0.648578
"10226",0
"10227",6.40656
"10228",21.4924
"10229",0
"10230",0
"10231",2.47804
"10232",0
"10233",0
"10234",0
"10235",0
"10236",1.38685
"10237",0
"10238",0
"10239",4.09304
"10240",0
"10241",2.81411
"10242",5.12833
"10243",0
"10244",2.33003
"10245",2.97597
"10246",18.4359
"10247",9.87288
"10248",8.55041
"10249",7.59777
"10250",0
"10251",0
"10252",0
"10253",0
"10254",0
"10255",2.96489
"10256",2.64415
"10257",0
"10258",0
"10259",0
"10260",7.92808e-05
"10261",2.52324
"10262",6.02967
"10263",1.24941
"10264",9.46913
"10265",50.71
"10266",4.31295
"10267",0.0224096
"10268",7.56721
"10269",0
"10270",0
"10271",0
"10272",0
"10273",20.1097
"10274",23.6093
"10275",1.78758
"10276",0
"10277",0
"10278",0
"10279",0
"10280",0
"10281",5.08253
"10282",5.04475
"10283",0
"10284",0
"10285",0
"10286",0
"10287",0
"10288",0
"10289",0
"10290",0
"10291",0
"10292",1.27745
"10293",12.1869
"10294",0
"10295",5.26732
"10296",7.70738
"10297",9.5384
"10298",2.55266
"10299",2.72742
"10300",0
"10301",0
"10302",0
"10303",0
"10304",213.462
"10305",7.2736
"10306",0
"10307",0
"10308",0
"10309",0
"10310",0
"10311",0
"10312",3.91076
"10313",2.47169
"10314",0
"10315",0
"10316",10.0167
"10317",0
"10318",0
"10319",0
"10320",1.80213
"10321",0
"10322",0
"10323",0
"10324",2.95864
"10325",0
"10326",3.3483
"10327",7.28518
"10328",0
"10329",218.647
"10330",10.7988
"10331",11.7325
"10332",1.02316
"10333",13.6268
"10334",0
"10335",1.62766
"10336",0
"10337",0
"10338",2.39463
"10339",0
"10340",0
"10341",0
"10342",2.20922
"10343",0
"10344",1.72489
"10345",0
"10346",0
"10347",0
"10348",4.70235
"10349",2.49981
"10350",6.47332
"10351",2.03191
"10352",0
"10353",0
"10354",0
"10355",0
"10356",0
"10357",1.19221
"10358",91.865
"10359",0
"10360",0
"10361",0
"10362",0
"10363",6.69148
"10364",0.545329
"10365",4.83905
"10366",0
"10367",0
"10368",0
"10369",0
"10370",2.14688
"10371",0
"10372",64.7163
"10373",0
"10374",0
"10375",0
"10376",11.1939
"10377",137.112
"10378",0
"10379",0
"10380",1.63633
"10381",10.9578
"10382",2.13194
"10383",0
"10384",0.812782
"10385",0
"10386",0
"10387",4.32023
"10388",0
"10389",0
"10390",3.05088
"10391",0
"10392",0
"10393",2.59591
"10394",9.65266
"10395",0
"10396",0
"10397",0
"10398",28.4324
"10399",0
"10400",0
"10401",6.24713
"10402",0
"10403",0.247731
"10404",2.22155
"10405",2.22232
"10406",0
"10407",0.412211
"10408",1.98039
"10409",0
"10410",2.02365
"10411",4.12538
"10412",0
"10413",0
"10414",0
"10415",0
"10416",9.34841
"10417",0
"10418",2.39463
"10419",6.22634
"10420",0
"10421",4.01686
"10422",4.46904e-05
"10423",29.9747
"10424",6.78378
"10425",0
"10426",29.3526
"10427",0.00286974
"10428",3.82809
"10429",0.00325744
"10430",36.979
"10431",2.03566e-15
"10432",4.37387e-15
"10433",0
"10434",1.86717
"10435",0
"10436",13.2474
"10437",2.85035
"10438",0
"10439",2.45085
"10440",0
"10441",0
"10442",54.1865
"10443",0
"10444",2.50905
"10445",2.65649
"10446",0
"10447",2.29711
"10448",3.12048
"10449",0
"10450",0
"10451",6.30517
"10452",0.00694187
"10453",3.34688
"10454",0
"10455",0
"10456",0
"10457",0
"10458",0
"10459",0
"10460",2.36478
"10461",0
"10462",0
"10463",2.26014
"10464",0
"10465",6.78043
"10466",0
"10467",9.02011
"10468",0
"10469",5.33525
"10470",3.49364
"10471",0
"10472",5.71812
"10473",0
"10474",5.80139
"10475",5.60675
"10476",8.49712
"10477",1.8893
"10478",1.88038
"10479",0
"10480",0
"10481",0
"10482",0
"10483",0
"10484",0
"10485",0
"10486",0
"10487",4.65497
"10488",0
"10489",20.4
"10490",0
"10491",0
"10492",0.675063
"10493",2.64392
"10494",6.03286
"10495",0
"10496",0
"10497",0
"10498",5.11845
"10499",0
"10500",6.2021
"10501",0
"10502",0
"10503",0
"10504",0
"10505",0
"10506",0
"10507",0
"10508",1.73314
"10509",0
"10510",0
"10511",1.94669
"10512",0
"10513",2.57411
"10514",0
"10515",2.90015
"10516",1.43221
"10517",0
"10518",0
"10519",0
"10520",0
"10521",22.1447
"10522",4.66314
"10523",2.22092
"10524",1.0937
"10525",0
"10526",1.54137
"10527",0
"10528",3.09352
"10529",0.578769
"10530",2.28135
"10531",2.74976
"10532",0
"10533",3.38854
"10534",0
"10535",3.07679
"10536",0
"10537",0
"10538",0.133163
"10539",0.922694
"10540",0
"10541",1.51385
"10542",0
"10543",0
"10544",0
"10545",0
"10546",0
"10547",0
"10548",2.09055
"10549",0
"10550",0
"10551",4.40776
"10552",32.1462
"10553",1.74072
"10554",3.84657
"10555",0
"10556",1.83365
"10557",1.18632
"10558",1.20205
"10559",0.0316514
"10560",6.16334
"10561",1.02052e-07
"10562",45.2968
"10563",154.236
"10564",9.41306
"10565",0
"10566",0
"10567",0
"10568",0
"10569",0
"10570",13.5801
"10571",2.36599
"10572",6.38249e-06
"10573",6.45121e-06
"10574",0
"10575",0
"10576",0
"10577",0
"10578",4.9133
"10579",0
"10580",0
"10581",4.57742
"10582",0
"10583",0
"10584",2.41349
"10585",0
"10586",0
"10587",0
"10588",11.3527
"10589",0
"10590",117.932
"10591",22.6782
"10592",0.00193613
"10593",13.4038
"10594",0
"10595",0
"10596",0
"10597",0
"10598",8.90592
"10599",0
"10600",1.17118
"10601",0.76916
"10602",1.1117
"10603",3.69324
"10604",1.50016
"10605",0
"10606",104.881
"10607",0
"10608",0.718398
"10609",0
"10610",0
"10611",5.48865
"10612",6.59894
"10613",6.33655
"10614",13.5216
"10615",0.00141456
"10616",3.36812
"10617",1.33615
"10618",0
"10619",0
"10620",0
"10621",1.06876
"10622",0
"10623",0
"10624",0
"10625",0
"10626",0
"10627",15.78
"10628",0
"10629",5.02034
"10630",1.39719e-05
"10631",38.326
"10632",0
"10633",0
"10634",4.55976
"10635",1.29447
"10636",1.00818
"10637",3.28075
"10638",0
"10639",2.25758
"10640",0
"10641",0
"10642",0
"10643",0
"10644",0
"10645",1.17915
"10646",0
"10647",9.14749
"10648",5.66756
"10649",1.43583
"10650",0
"10651",0
"10652",3.97834
"10653",4.66658
"10654",5.95265
"10655",0
"10656",0
"10657",0
"10658",0
"10659",0
"10660",0
"10661",0
"10662",2.369
"10663",2.4765
"10664",38.5401
"10665",0
"10666",0
"10667",0
"10668",0
"10669",0
"10670",0
"10671",2.06028
"10672",0
"10673",4.84115
"10674",0.000121008
"10675",0
"10676",0.661501
"10677",0
"10678",0
"10679",0
"10680",0
"10681",0
"10682",5.64017
"10683",0
"10684",0
"10685",0
"10686",62.5267
"10687",0
"10688",0
"10689",0
"10690",0
"10691",0.0579438
"10692",2.70139
"10693",0
"10694",4.94072
"10695",7.4281
"10696",7.55835
"10697",8.23456
"10698",181.182
"10699",1.12647
"10700",0
"10701",0
"10702",0
"10703",5.66254
"10704",3.5048
"10705",314.887
"10706",16.4128
"10707",0
"10708",0
"10709",13.798
"10710",19.4558
"10711",20.3468
"10712",1.5868
"10713",31.5343
"10714",0
"10715",4.66041
"10716",0
"10717",10.1442
"10718",2.86264
"10719",0
"10720",0
"10721",0
"10722",0
"10723",0
"10724",8.29408
"10725",10.9347
"10726",6.62264
"10727",25.299
"10728",0
"10729",0
"10730",119.143
"10731",10.3651
"10732",1.98533
"10733",3.29059
"10734",44.7026
"10735",0.000283359
"10736",22.9079
"10737",0
"10738",0
"10739",0
"10740",13.0818
"10741",0
"10742",0
"10743",0
"10744",0
"10745",0
"10746",159.269
"10747",0
"10748",2.13881
"10749",0
"10750",0
"10751",0
"10752",0
"10753",0
"10754",0
"10755",0
"10756",4.61285
"10757",0
"10758",0
"10759",5.82996
"10760",1.7371e-05
"10761",1.7371e-05
"10762",0
"10763",0
"10764",0
"10765",0
"10766",0
"10767",4.19047
"10768",5.60198
"10769",15.0699
"10770",13.967
"10771",0
"10772",5.51242
"10773",3.06762
"10774",12.4554
"10775",0.000195035
"10776",0
"10777",5.91289
"10778",0
"10779",0
"10780",3.00939
"10781",2.26899
"10782",1.07637
"10783",3.77294
"10784",0
"10785",0
"10786",0
"10787",1.79321
"10788",1.09791
"10789",0
"10790",2.34944
"10791",0
"10792",346.065
"10793",137.19
"10794",7.20781
"10795",0
"10796",0
"10797",34.2425
"10798",0
"10799",0
"10800",0
"10801",0
"10802",10.7459
"10803",0
"10804",0
"10805",0
"10806",0
"10807",5.25043
"10808",2.64954
"10809",2.65307
"10810",0.172698
"10811",4.12814
"10812",2.16791
"10813",0
"10814",2.208
"10815",2.07315
"10816",4.46549
"10817",0
"10818",0
"10819",117.016
"10820",1.96284
"10821",0
"10822",1.479
"10823",0
"10824",0
"10825",0
"10826",1.62499
"10827",0
"10828",0
"10829",0
"10830",0
"10831",6.09242
"10832",4.06589
"10833",4.22603
"10834",0
"10835",0
"10836",1.64376
"10837",0
"10838",4.24403
"10839",0
"10840",0
"10841",0
"10842",0
"10843",8.26998
"10844",1.33749
"10845",6.47553
"10846",3.59187
"10847",0
"10848",0
"10849",0
"10850",0
"10851",8.16737e-07
"10852",0.861783
"10853",22.8068
"10854",0
"10855",0
"10856",0
"10857",0
"10858",8.71865
"10859",0
"10860",0
"10861",5.93977
"10862",2.02984
"10863",8.4067
"10864",1.05741
"10865",3.39828
"10866",0
"10867",20.5303
"10868",1.57054
"10869",0
"10870",0
"10871",0
"10872",0
"10873",36.4045
"10874",0
"10875",0
"10876",0
"10877",0
"10878",7.29184
"10879",0
"10880",0
"10881",2.46272
"10882",1.26048
"10883",0
"10884",0
"10885",2.30043
"10886",44.1604
"10887",0
"10888",0
"10889",0
"10890",0
"10891",0
"10892",0
"10893",27.689
"10894",10.4046
"10895",0
"10896",2.00317
"10897",0
"10898",2.82008
"10899",2.33979
"10900",0
"10901",7.8369
"10902",0.537609
"10903",0.54525
"10904",0
"10905",0
"10906",0
"10907",0
"10908",48.1626
"10909",0
"10910",0
"10911",18.3492
"10912",6.32917e-05
"10913",8.75686
"10914",0
"10915",2.48402
"10916",5.65321
"10917",9.09974
"10918",0
"10919",4.59659
"10920",2.47804
"10921",0
"10922",0
"10923",0
"10924",2.94054
"10925",0.945265
"10926",1.35156
"10927",0
"10928",1.55703
"10929",2.70703
"10930",0.735914
"10931",2.61014
"10932",0
"10933",3.18027
"10934",0
"10935",0
"10936",0
"10937",0
"10938",17.0118
"10939",8.45604
"10940",12.3852
"10941",3.14264
"10942",1.82108
"10943",2.34806
"10944",2.94706
"10945",10.4747
"10946",8.50238
"10947",0
"10948",3.30114
"10949",0
"10950",0
"10951",0
"10952",0
"10953",0
"10954",0
"10955",0
"10956",3.21977
"10957",5.11845
"10958",0
"10959",6.41299
"10960",7.74734
"10961",0
"10962",2.21245
"10963",0
"10964",0
"10965",0
"10966",1.63231
"10967",0
"10968",0
"10969",2.66004
"10970",1.76853
"10971",0
"10972",0
"10973",0
"10974",0
"10975",0
"10976",0
"10977",0
"10978",1.51212
"10979",0
"10980",0
"10981",43.9366
"10982",4.58848e-06
"10983",1.64376
"10984",0
"10985",0
"10986",2.52655
"10987",12.2871
"10988",0
"10989",12.1234
"10990",0
"10991",11.5532
"10992",3.63795e-07
"10993",3.53277
"10994",2.25375
"10995",2.3086
"10996",6.51435
"10997",20.9415
"10998",0
"10999",0
"11000",4.62793
"11001",7.09232
"11002",2.93432
"11003",0
"11004",0
"11005",0
"11006",0
"11007",0
"11008",2.08508
"11009",0
"11010",1.38467e-116
"11011",5.08585e-114
"11012",6.27349e-114
"11013",0.0782238
"11014",36.3538
"11015",0.088108
"11016",49.9572
"11017",0
"11018",0.344595
"11019",0.542639
"11020",0.555147
"11021",0
"11022",5.98438
"11023",0
"11024",0
"11025",0
"11026",7.8388
"11027",13.7289
"11028",1.09852
"11029",2.03295
"11030",0
"11031",0
"11032",1.47845
"11033",13.648
"11034",1.45623
"11035",0
"11036",0
"11037",0
"11038",0
"11039",2.08399
"11040",0
"11041",0
"11042",1.76696
"11043",0
"11044",28.2993
"11045",4.40289
"11046",0
"11047",1.50983
"11048",0
"11049",2.48732
"11050",14.311
"11051",0
"11052",0
"11053",0
"11054",0
"11055",0
"11056",0
"11057",7.16078
"11058",0
"11059",0.357349
"11060",1.74788
"11061",0.591052
"11062",1.37936
"11063",0
"11064",1.94558
"11065",0
"11066",0
"11067",0
"11068",2.19886
"11069",0
"11070",0
"11071",0
"11072",0
"11073",1.54676
"11074",0
"11075",0
"11076",3.52964
"11077",0
"11078",0
"11079",3.30972
"11080",2.09536
"11081",0
"11082",0
"11083",0
"11084",0
"11085",0
"11086",25.32
"11087",0
"11088",11.4085
"11089",0
"11090",6.6988
"11091",0
"11092",0
"11093",3.00288
"11094",11.8169
"11095",0
"11096",0.86672
"11097",0.883596
"11098",0
"11099",0
"11100",0
"11101",7.3854
"11102",0.000192026
"11103",1.70205
"11104",15.1634
"11105",2.4332
"11106",0
"11107",0
"11108",0
"11109",2.42432
"11110",49.743
"11111",0
"11112",7.67125
"11113",2.18215
"11114",0
"11115",0
"11116",0
"11117",0
"11118",0
"11119",0
"11120",0
"11121",0
"11122",0
"11123",0
"11124",3.58684
"11125",0
"11126",51.7548
"11127",1.43273
"11128",1.61839
"11129",0
"11130",0
"11131",18.6283
"11132",0
"11133",0
"11134",3.96525
"11135",0
"11136",0
"11137",0
"11138",0
"11139",0
"11140",0
"11141",0
"11142",0
"11143",5.52005
"11144",6.98049
"11145",0
"11146",17.7962
"11147",10.3283
"11148",2.29928
"11149",1.65125
"11150",0
"11151",4.72189
"11152",48.5924
"11153",20.128
"11154",4.10664
"11155",1.80132
"11156",0
"11157",0
"11158",0
"11159",13.6501
"11160",20.3468
"11161",4.56234
"11162",4.56431
"11163",11.0548
"11164",7.62957
"11165",1.96768
"11166",0
"11167",2.90608
"11168",0
"11169",3.27401
"11170",0
"11171",0
"11172",5.04088
"11173",55.2961
"11174",0.000312816
"11175",14.6285
"11176",0
"11177",1.19185
"11178",4.64141
"11179",2.93865
"11180",0
"11181",0
"11182",0
"11183",1.27745
"11184",0
"11185",106.549
"11186",80.0843
"11187",0
"11188",0
"11189",0
"11190",0
"11191",0
"11192",202.348
"11193",6.81109
"11194",0
"11195",0
"11196",1.71376
"11197",3.46264
"11198",2.98489
"11199",1.6047
"11200",0
"11201",30.3156
"11202",6.19446
"11203",3.15009
"11204",0
"11205",0
"11206",0
"11207",2.71626
"11208",4.99962
"11209",0
"11210",0
"11211",0
"11212",0
"11213",1.32416
"11214",0
"11215",0
"11216",0
"11217",15.9826
"11218",2.56417
"11219",2.47323
"11220",0
"11221",14.3521
"11222",2.46557
"11223",0
"11224",0
"11225",3.69493
"11226",0
"11227",0
"11228",0
"11229",5.74285
"11230",1.47626
"11231",0
"11232",0
"11233",0
"11234",0
"11235",0
"11236",0
"11237",15.9244
"11238",0
"11239",0
"11240",3.26462
"11241",8.79193
"11242",5.05645
"11243",0
"11244",2.85724
"11245",3.91026
"11246",7.29432
"11247",0
"11248",11.3426
"11249",8.84858
"11250",8.9279
"11251",0
"11252",2.18096
"11253",0
"11254",1.57302
"11255",0
"11256",113.241
"11257",1.00198e-06
"11258",3.13166
"11259",1.37062
"11260",3.93342
"11261",0
"11262",0
"11263",7.66354
"11264",0
"11265",1.4317
"11266",1.07307
"11267",9.14928
"11268",0
"11269",2.27954
"11270",2.21861
"11271",1.14328
"11272",0
"11273",7.67482
"11274",1.23969e-05
"11275",1.4654
"11276",0
"11277",1.57988
"11278",0
"11279",0
"11280",0
"11281",0
"11282",14.1322
"11283",0
"11284",0
"11285",29.9845
"11286",0
"11287",0
"11288",0
"11289",0
"11290",0
"11291",3.89227
"11292",4.01064
"11293",11.8779
"11294",0
"11295",0
"11296",51.2153
"11297",0
"11298",0
"11299",0
"11300",3.27436
"11301",0
"11302",0
"11303",0
"11304",0
"11305",0
"11306",0
"11307",0
"11308",0
"11309",0
"11310",0
"11311",0
"11312",2.0175
"11313",0
"11314",0
"11315",1.98336
"11316",8.24223
"11317",0
"11318",1.43273
"11319",0
"11320",0
"11321",0
"11322",0
"11323",0
"11324",9.66567
"11325",166.875
"11326",0
"11327",10.4193
"11328",0
"11329",25.1559
"11330",7.96416
"11331",21.9033
"11332",0
"11333",0
"11334",0
"11335",0
"11336",1.62688
"11337",1.5262e-05
"11338",0
"11339",0
"11340",0
"11341",0
"11342",0
"11343",98.0726
"11344",0
"11345",0
"11346",6.25567
"11347",0
"11348",0
"11349",0
"11350",2.03087
"11351",10.5933
"11352",0
"11353",0
"11354",0
"11355",4.7222
"11356",0
"11357",1.08388
"11358",0
"11359",2.4506
"11360",0
"11361",0
"11362",0
"11363",0
"11364",0
"11365",0
