"","FPKM.brain.tablemaker"
"6520",0
"6521",7.95425
"6522",4.29973
"6523",2.27287
"6524",0
"6525",1.45736
"6526",0
"6527",0
"6528",0
"6529",4.39923
"6530",92.1195
"6531",3.39768
"6532",3.14977
"6533",0
"6534",0
"6535",0
"6536",0
"6537",17.9952
"6538",5.14157
"6539",1.54556
"6540",0
"6541",0
"6542",2.63192
"6543",0
"6544",0
"6545",0
"6546",9.77488
"6547",9.57396
"6548",0
"6549",2.45816
"6550",6.61165
"6551",9.01542
"6552",2.35708e-05
"6553",0
"6554",2.4612
"6555",0
"6556",1.94179
"6557",0
"6558",0
"6559",3.23975
"6560",1.66506
"6561",3.83396
"6562",3.22141
"6563",8.62118
"6564",0
"6565",3.19045
"6566",0
"6567",0
"6568",0
"6569",6.46926
"6570",0
"6571",0
"6572",0
"6573",0
"6574",0
"6575",0
"6576",0
"6577",6.89591
"6578",1.26208
"6579",0
"6580",1.16399
"6581",6.3348
"6582",6.5274e-06
"6583",1.69121
"6584",122.513
"6585",34.5316
"6586",10.2264
"6587",0.000166329
"6588",11.9912
"6589",0
"6590",0
"6591",0
"6592",3.28469
"6593",1.72414
"6594",1.74224
"6595",0
"6596",1.97353
"6597",0
"6598",2.9671
"6599",0
"6600",0
"6601",0
"6602",2.06241
"6603",3.07235
"6604",0
"6605",0
"6606",14.4745
"6607",0
"6608",5.3379
"6609",0
"6610",1.72863
"6611",2.09385
"6612",0
"6613",0
"6614",0
"6615",0
"6616",2.73491
"6617",0
"6618",0
"6619",15.1955
"6620",239.105
"6621",0
"6622",0
"6623",0
"6624",0
"6625",0
"6626",0
"6627",0
"6628",0
"6629",0
"6630",0
"6631",0
"6632",3.52767
"6633",0
"6634",2.15035
"6635",0
"6636",15.4576
"6637",0
"6638",2.78144
"6639",0
"6640",0
"6641",0
"6642",0
"6643",0
"6644",0
"6645",0
"6646",0
"6647",0
"6648",0
"6649",0
"6650",0
"6651",2.47189
"6652",0
"6653",0
"6654",0
"6655",2.27304
"6656",0
"6657",0
"6658",0
"6659",3.70115
"6660",0
"6661",0
"6662",0
"6663",0
"6664",90.1244
"6665",11.8309
"6666",0
"6667",1.11232
"6668",0
"6669",0
"6670",0
"6671",0
"6672",0
"6673",0
"6674",0
"6675",0
"6676",0
"6677",0
"6678",0
"6679",8.68229
"6680",0
"6681",0
"6682",0
"6683",0
"6684",10.2202
"6685",0
"6686",0
"6687",13.7504
"6688",0
"6689",1.56807
"6690",69.2
"6691",2.14962
"6692",0
"6693",1.578
"6694",0.831441
"6695",0
"6696",0
"6697",0
"6698",2.49824
"6699",0
"6700",2.93865
"6701",0
"6702",0
"6703",0
"6704",0
"6705",0
"6706",1.39023
"6707",0
"6708",0
"6709",0
"6710",17.4789
"6711",3.62272
"6712",0
"6713",0
"6714",1.88216
"6715",5.11845
"6716",5.26586
"6717",0
"6718",0
"6719",3.02292
"6720",2.06455
"6721",0
"6722",2.98936
"6723",0
"6724",0
"6725",3.10589
"6726",0
"6727",0
"6728",0.798448
"6729",0
"6730",0
"6731",1.91841
"6732",0
"6733",0
"6734",0
"6735",0
"6736",26.605
"6737",0
"6738",36.6922
"6739",0
"6740",8.51678
"6741",0.000713982
"6742",0
"6743",2.29398
"6744",7.51182
"6745",0
"6746",0
"6747",0
"6748",0.75545
"6749",0
"6750",10.6357
"6751",7.50353
"6752",0
"6753",10.8273
"6754",4.46352
"6755",0
"6756",0
"6757",34.3138
"6758",0.000118652
"6759",0
"6760",0
"6761",0
"6762",0
"6763",0
"6764",0
"6765",0
"6766",0
"6767",3.66605
"6768",17.2759
"6769",0
"6770",3.86849
"6771",0
"6772",0
"6773",1.30294
"6774",0
"6775",0
"6776",4.97154
"6777",0
"6778",0
"6779",0
"6780",0
"6781",10.7135
"6782",10.7027
"6783",0
"6784",2.29795
"6785",3.20166
"6786",0
"6787",3.78263
"6788",1.53543
"6789",4.04936
"6790",2.15894
"6791",0
"6792",0
"6793",0
"6794",0
"6795",0
"6796",0
"6797",1.26248
"6798",5.36755
"6799",0
"6800",0
"6801",100.309
"6802",0
"6803",0
"6804",0
"6805",0
"6806",0
"6807",13.3771
"6808",7.45469
"6809",0
"6810",1.41492
"6811",1.87983
"6812",0
"6813",0
"6814",4.04168
"6815",0
"6816",4.85421
"6817",1.50983
"6818",0
"6819",0
"6820",0
"6821",0
"6822",13.5427
"6823",0
"6824",0
"6825",0
"6826",0
"6827",2.12853
"6828",0
"6829",0
"6830",0
"6831",0
"6832",1.71302
"6833",1.7035
"6834",0.830574
"6835",1.71625
"6836",0
"6837",0
"6838",4.07059
"6839",0
"6840",0
"6841",0
"6842",0
"6843",0
"6844",0
"6845",2.88622
"6846",0
"6847",0
"6848",3.82011
"6849",0
"6850",0
"6851",0
"6852",0
"6853",0
"6854",0
"6855",0
"6856",0
"6857",0
"6858",1.8054
"6859",24.4245
"6860",0
"6861",2.51242
"6862",0
"6863",0
"6864",0
"6865",3.08872
"6866",0
"6867",0
"6868",2.09275
"6869",12.8374
"6870",0
"6871",103.069
"6872",3.89166
"6873",0
"6874",0
"6875",0
"6876",0
"6877",0
"6878",0
"6879",0
"6880",2.96931
"6881",0
"6882",0
"6883",0
"6884",0
"6885",5.95048
"6886",0
"6887",0
"6888",0
"6889",1.71819
"6890",3.37382
"6891",0
"6892",9.3261
"6893",3.03774e-06
"6894",0
"6895",11.0919
"6896",0
"6897",0
"6898",0
"6899",3.89546
"6900",0
"6901",0
"6902",0
"6903",1.8523
"6904",5.61632
"6905",9.98833
"6906",0
"6907",0
"6908",0
"6909",0
"6910",0
"6911",0
"6912",2.85826
"6913",0
"6914",0
"6915",4.13463
"6916",0
"6917",0
"6918",8.42345
"6919",15.3423
"6920",5.96084
"6921",0
"6922",10.0928
"6923",0
"6924",0.988416
"6925",1.26208
"6926",0
"6927",0
"6928",11.5903
"6929",4.47208
"6930",0
"6931",14.732
"6932",0
"6933",2.28215
"6934",0.38119
"6935",0.38472
"6936",1.52799
"6937",0
"6938",1.72788
"6939",1.30294
"6940",0
"6941",0
"6942",0
"6943",0
"6944",4.63401
"6945",0
"6946",5.98438
"6947",0
"6948",2.45721
"6949",0
"6950",0
"6951",0
"6952",0
"6953",4.40533
"6954",115.117
"6955",2.0175
"6956",0
"6957",0
"6958",0
"6959",0
"6960",0
"6961",0
"6962",15.5041
"6963",0
"6964",17.4477
"6965",0
"6966",0
"6967",3.93731
"6968",0
"6969",0.924429
"6970",4.32639
"6971",0
"6972",0
"6973",1.68763
"6974",0.563051
"6975",0.573408
"6976",0
"6977",6.84697
"6978",27.3316
"6979",0.000895834
"6980",9.35234
"6981",2.27807
"6982",10.9592
"6983",0
"6984",0
"6985",11.8521
"6986",14.2649
"6987",2.71695
"6988",6.44475
"6989",5.99222
"6990",0
"6991",11.1306
"6992",3.49557
"6993",1.55764
"6994",3.21881
"6995",11.287
"6996",0
"6997",0
"6998",18.3388
"6999",0
"7000",0
"7001",0.97178
"7002",3.63594
"7003",0
"7004",0
"7005",5.99673
"7006",10.1001
"7007",1.69625
"7008",0
"7009",0
"7010",1.46218
"7011",2.77105
"7012",8.35966
"7013",4.04525
"7014",21.8008
"7015",2.82282
"7016",0
"7017",2.76528
"7018",0
"7019",27.4291
"7020",0
"7021",1.82944
"7022",6.89582
"7023",0
"7024",0
"7025",0
"7026",2.21245
"7027",2.09275
"7028",3.66605
"7029",0
"7030",2.63692
"7031",0
"7032",0
"7033",1.54856
"7034",3.04738
"7035",1.20702
"7036",0
"7037",0
"7038",0
"7039",0
"7040",45.4201
"7041",0
"7042",259.04
"7043",0
"7044",0
"7045",63.3413
"7046",0
"7047",0
"7048",0
"7049",0
"7050",0
"7051",0
"7052",2.91713
"7053",3.45613
"7054",17.5173
"7055",0
"7056",29.3648
"7057",0
"7058",2.05285
"7059",3.62272
"7060",0
"7061",0
"7062",3.09864
"7063",0
"7064",1.39315
"7065",0
"7066",0
"7067",0
"7068",0
"7069",5.75945
"7070",2.74055
"7071",0
"7072",0
"7073",0
"7074",0
"7075",19.4786
"7076",0
"7077",4.15764
"7078",14.9303
"7079",5.74694
"7080",0
"7081",6.87871
"7082",0
"7083",5.06932
"7084",17.745
"7085",2.36741
"7086",2.49647
"7087",0
"7088",3.74024
"7089",4.76041
"7090",1.61904
"7091",1.84383
"7092",0
"7093",10.4365
"7094",0
"7095",0
"7096",0
"7097",21.0941
"7098",3.06835
"7099",4.23423
"7100",0
"7101",0
"7102",1.18476
"7103",0
"7104",2.37376
"7105",2.96489
"7106",0
"7107",5.27445
"7108",6.71427
"7109",0
"7110",0
"7111",0
"7112",0
"7113",1.99515
"7114",0
"7115",0
"7116",2.18215
"7117",0
"7118",0
"7119",0
"7120",0
"7121",3.32076
"7122",0
"7123",3.42348
"7124",0.994336
"7125",0
"7126",4.82381
"7127",0
"7128",0
"7129",0
"7130",1.54316
"7131",0
"7132",3.11407
"7133",1.18335
"7134",6.20819
"7135",0
"7136",10.1903
"7137",0
"7138",0
"7139",30.8893
"7140",0
"7141",1.62764
"7142",4.53573
"7143",0
"7144",1.78598
"7145",5.00144
"7146",0
"7147",9.65642
"7148",0
"7149",0
"7150",4.03758
"7151",0
"7152",0.947739
"7153",3.73433
"7154",0
"7155",0
"7156",0
"7157",0
"7158",2.29002
"7159",0
"7160",8.63404
"7161",0
"7162",1.68691
"7163",16.9427
"7164",0
"7165",5.97541
"7166",0
"7167",5.61338
"7168",1.89199
"7169",0
"7170",0
"7171",0
"7172",0
"7173",0
"7174",0
"7175",0
"7176",0
"7177",0
"7178",12.8492
"7179",5.03201
"7180",1.15088
"7181",0
"7182",0
"7183",0
"7184",0
"7185",0
"7186",0
"7187",0.849887
"7188",2.70703
"7189",2.52896
"7190",0
"7191",3.9146
"7192",0
"7193",0
"7194",2.56478
"7195",1.16877
"7196",8.42524
"7197",3.09143
"7198",2.75762
"7199",0
"7200",0
"7201",5.03755
"7202",5.3379
"7203",0
"7204",0
"7205",2.97597
"7206",0
"7207",0
"7208",0
"7209",10.2793
"7210",0
"7211",0
"7212",3.42752
"7213",2.47804
"7214",6.77922
"7215",3.43343
"7216",0
"7217",27.9175
"7218",8.43426
"7219",0
"7220",0
"7221",0
"7222",0
"7223",0
"7224",0
"7225",0
"7226",0
"7227",0
"7228",0
"7229",0
"7230",1.27868
"7231",0
"7232",1.104
"7233",3.73784
"7234",0
"7235",0
"7236",3.07235
"7237",3.89546
"7238",0
"7239",0
"7240",2.67253
"7241",0.865214
"7242",0.882031
"7243",1.75761
"7244",0
"7245",0
"7246",0
"7247",9.19579
"7248",0
"7249",3.72431
"7250",48.9267
"7251",2.29134
"7252",5.40175
"7253",7.68023
"7254",2.52196
"7255",9.00865
"7256",0
"7257",0
"7258",2.75001
"7259",1.8345
"7260",71.0755
"7261",0
"7262",4.53573
"7263",0
"7264",0
"7265",1.47408
"7266",9.97886
"7267",0
"7268",36.5166
"7269",7.07336
"7270",0
"7271",0
"7272",0
"7273",3.52299
"7274",0
"7275",0
"7276",0
"7277",1.0943
"7278",1.94558
"7279",0.986458
"7280",0
"7281",6.49005
"7282",0
"7283",0
"7284",0
"7285",5.12919
"7286",0
"7287",0
"7288",3.67576
"7289",53.6195
"7290",4.96897e-06
"7291",24.0919
"7292",18.0786
"7293",0
"7294",68.9885
"7295",17.1037
"7296",0
"7297",7.58991
"7298",0
"7299",19.5839
"7300",2.1978
"7301",3.51833
"7302",0
"7303",1.71008
"7304",0
"7305",3.00515
"7306",0
"7307",1.28653
"7308",19.8955
"7309",0
"7310",0
"7311",0
"7312",6.47945
"7313",1.98966e-05
"7314",2.04917e-05
"7315",0
"7316",0
"7317",11.0099
"7318",13.4932
"7319",0
"7320",0
"7321",7.20612
"7322",0
"7323",0
"7324",0
"7325",2.29513
"7326",0
"7327",0
"7328",3.39684
"7329",0
"7330",0
"7331",2.55245
"7332",0
"7333",0
"7334",0
"7335",17.0488
"7336",0
"7337",0
"7338",10.0873
"7339",0
"7340",6.92432
"7341",0
"7342",0
"7343",0
"7344",0
"7345",0
"7346",2.60332
"7347",0
"7348",0
"7349",8.10697
"7350",1.20848
"7351",1.1698
"7352",4.55387
"7353",14.923
"7354",0
"7355",0
"7356",0
"7357",0
"7358",39.6047
"7359",0
"7360",0
"7361",0
"7362",0
"7363",0
"7364",21.9165
"7365",2.48412e-06
"7366",21.7191
"7367",0
"7368",0
"7369",1.11575
"7370",0
"7371",0
"7372",1.53662
"7373",8.05069
"7374",0
"7375",1.55097
"7376",0
"7377",0
"7378",2.52837
"7379",2.72438
"7380",0
"7381",9.53409
"7382",5.13801e-05
"7383",2.77775
"7384",1.53248
"7385",0
"7386",0
"7387",0
"7388",0
"7389",9.15561
"7390",12.5731
"7391",2.318
"7392",0
"7393",3.55483
"7394",0
"7395",4.70235
"7396",3.20586
"7397",0
"7398",0
"7399",14.8122
"7400",12.8028
"7401",0
"7402",0
"7403",4.7163
"7404",0
"7405",109.494
"7406",8.14323
"7407",0
"7408",0
"7409",6.67635
"7410",0
"7411",3.19171
"7412",1.71229
"7413",0
"7414",8.40836
"7415",0
"7416",1.8057
"7417",5.57311
"7418",0
"7419",0
"7420",0
"7421",91.6283
"7422",0
"7423",0
"7424",4.34971
"7425",0
"7426",3.18884
"7427",1.80213
"7428",1.40256
"7429",13.4219
"7430",0
"7431",0
"7432",0
"7433",4.21844
"7434",2.08432e-06
"7435",0
"7436",0
"7437",9.19618
"7438",0
"7439",0
"7440",0
"7441",0
"7442",3.52964
"7443",0
"7444",1.3806
"7445",5.29181
"7446",6.05825
"7447",0
"7448",1.84554
"7449",0
"7450",3.04651
"7451",0
"7452",3.02569
"7453",0
"7454",0
"7455",0
"7456",0
"7457",3.60684
"7458",47.1876
"7459",38.3916
"7460",0.0405287
"7461",11.0825
"7462",9.03545
"7463",0
"7464",0
"7465",32.8757
"7466",0
"7467",0
"7468",0
"7469",19.8107
"7470",13.7196
"7471",2.24995e-05
"7472",0
"7473",0
"7474",0
"7475",0
"7476",6.23687
"7477",0
"7478",0
"7479",0
"7480",0
"7481",0
"7482",1.30379
"7483",0
"7484",0.614768
"7485",0.621663
"7486",1.55703
"7487",3.06378
"7488",0
"7489",2.54349
"7490",2.73372
"7491",0
"7492",0
"7493",1.79321
"7494",2.00835
"7495",0
"7496",0
"7497",0
"7498",0
"7499",5.42239
"7500",0
"7501",0
"7502",2.82681
"7503",2.3218e-05
"7504",0
"7505",2.65649
"7506",0
"7507",4.55387
"7508",0.746113
"7509",0
"7510",4.52799
"7511",0
"7512",0
"7513",2.82583
"7514",0
"7515",1.36639
"7516",4.53381
"7517",8.34431
"7518",0
"7519",0
"7520",0
"7521",0
"7522",0
"7523",0
"7524",0
"7525",2.00066
"7526",0
"7527",0
"7528",0
"7529",0
"7530",0
"7531",0
"7532",0
"7533",6.70297
"7534",0
"7535",13.5803
"7536",0
"7537",2.12285
"7538",15.2768
"7539",0
"7540",0
"7541",0
"7542",0
"7543",0
"7544",7.64149
"7545",0
"7546",0
"7547",0
"7548",0
"7549",1.57988
"7550",4.03415
"7551",0
"7552",0
"7553",0
"7554",0.936158
"7555",0
"7556",0
"7557",0
"7558",0
"7559",0
"7560",0
"7561",0
"7562",0
"7563",0
"7564",2.31648
"7565",0
"7566",8.21244
"7567",0
"7568",0
"7569",1.3951
"7570",0
"7571",0
"7572",0
"7573",0
"7574",0
"7575",25.8969
"7576",8.32116e-07
"7577",4.67754
"7578",0
"7579",0
"7580",1.71894
"7581",0
"7582",2.18815
"7583",10.5282
"7584",13.6561
"7585",0
"7586",0
"7587",1.3366
"7588",0
"7589",0
"7590",3.0326
"7591",0
"7592",0
"7593",3.27436
"7594",0
"7595",0
"7596",1.73465
"7597",3.83129
"7598",0
"7599",0
"7600",1.47845
"7601",0
"7602",0
"7603",0
"7604",3.35006
"7605",6.63046
"7606",0
"7607",0
"7608",0
"7609",1.94736
"7610",0
"7611",1.6798
"7612",0
"7613",0
"7614",0
"7615",107.418
"7616",0
"7617",0
"7618",5.76779
"7619",0
"7620",4.12111
"7621",1.4823
"7622",0
"7623",0
"7624",0
"7625",0
"7626",14.293
"7627",2.86855
"7628",0
"7629",0
"7630",6.58863
"7631",0
"7632",0
"7633",0
"7634",0
"7635",2.65442
"7636",2.68784
"7637",0
"7638",0
"7639",0
"7640",25.4513
"7641",0.0113
"7642",1.97157
"7643",1.80415
"7644",0
"7645",0
"7646",2.24091
"7647",0
"7648",0
"7649",93.6411
"7650",4.27666
"7651",0
"7652",0
"7653",0
"7654",25.2558
"7655",0
"7656",4.87721
"7657",0
"7658",0
"7659",8.90917
"7660",0
"7661",0
"7662",0
"7663",9.30965
"7664",8.90592
"7665",2.37447
"7666",0
"7667",0
"7668",0
"7669",0
"7670",4.17291
"7671",0
"7672",10.5889
"7673",0
"7674",2.34806
"7675",0
"7676",0
"7677",0
"7678",5.45207
"7679",1.76306
"7680",0
"7681",3.58423
"7682",0
"7683",4.17425
"7684",1.96477
"7685",3.08425
"7686",1.52895
"7687",0
"7688",0
"7689",0
"7690",7.18182
"7691",0
"7692",37.498
"7693",3.10347
"7694",0
"7695",6.01483
"7696",0
"7697",0
"7698",0
"7699",0
"7700",0
"7701",0
"7702",0
"7703",3.06999
"7704",7.01806
"7705",0
"7706",32.6899
"7707",0
"7708",0
"7709",0
"7710",0
"7711",0
"7712",0
"7713",0
"7714",0
"7715",0
"7716",1.6047
"7717",0
"7718",1.07048
"7719",0
"7720",0
"7721",44.6902
"7722",0
"7723",6.51126
"7724",1.38012
"7725",0
"7726",0
"7727",4.97852
"7728",30.9073
"7729",0
"7730",0
"7731",0
"7732",0
"7733",0
"7734",0
"7735",0
"7736",13.5457
"7737",2.11497
"7738",3.98257
"7739",2.36338
"7740",0
"7741",0
"7742",51.1018
"7743",6.15596
"7744",0
"7745",3.73784
"7746",0
"7747",0
"7748",2.10047
"7749",0
"7750",5.43719
"7751",0
"7752",1.86019
"7753",1.86717
"7754",0
"7755",6.28815
"7756",0
"7757",0
"7758",2.5976
"7759",4.74438
"7760",0
"7761",23.6839
"7762",0
"7763",4.93845
"7764",0
"7765",4.92015
"7766",0
"7767",0
"7768",3.72023
"7769",0
"7770",3.70984
"7771",0
"7772",0.233419
"7773",6.65848
"7774",3.96628
"7775",0
"7776",0
"7777",0.234123
"7778",9.25826
"7779",3.00854
"7780",114.796
"7781",10.4261
"7782",0
"7783",0
"7784",0
"7785",0
"7786",0
"7787",1.01356
"7788",0
"7789",0
"7790",0
"7791",0
"7792",0
"7793",0
"7794",0
"7795",0
"7796",0
"7797",0
"7798",2.68152
"7799",1.9277
"7800",6.1793
"7801",5.00078
"7802",0
"7803",20.1535
"7804",2.66895
"7805",2.89593
"7806",0
"7807",0
"7808",0
"7809",0
"7810",0
"7811",0
"7812",0
"7813",1.43324
"7814",0
"7815",1.91749
"7816",8.63525
"7817",4.07892
"7818",0
"7819",3.34409
"7820",0
"7821",0
"7822",0
"7823",0
"7824",0
"7825",0
"7826",0
"7827",0
"7828",3.9141
"7829",1.50833
"7830",0
"7831",1.29405
"7832",181.568
"7833",0
"7834",0
"7835",0
"7836",3.37992
"7837",0
"7838",0
"7839",1.98533
"7840",0.450512
"7841",2.64457
"7842",2.78696e-60
"7843",7.18691
"7844",18.4005
"7845",4.32231
"7846",3.95737
"7847",0
"7848",0
"7849",0
"7850",0
"7851",1.23241
"7852",0
"7853",0
"7854",0
"7855",0
"7856",2.91748
"7857",0
"7858",40.891
"7859",59.1775
"7860",0
"7861",0
"7862",0
"7863",0
"7864",0
"7865",0
"7866",0
"7867",0
"7868",0
"7869",0
"7870",0
"7871",2.4765
"7872",2.10047
"7873",0
"7874",0
"7875",0
"7876",0
"7877",2.73021
"7878",1.86717
"7879",0
"7880",1.50869
"7881",6.04945
"7882",0
"7883",0
"7884",17.3188
"7885",0.00125434
"7886",1.85155
"7887",0
"7888",0
"7889",0
"7890",0
"7891",4.47274
"7892",5.18844
"7893",5.92097
"7894",0
"7895",2.95471
"7896",2.9591
"7897",0
"7898",3.30251
"7899",0
"7900",2.8042
"7901",19.893
"7902",2204.06
"7903",0
"7904",1.54616
"7905",0
"7906",3.13769
"7907",11.4423
"7908",0
"7909",0
"7910",14.0959
"7911",18.4076
"7912",15.7112
"7913",16.1642
"7914",0
"7915",20.074
"7916",0
"7917",0
"7918",3.41468
"7919",1.8628
"7920",0
"7921",17.8825
"7922",0.00333342
"7923",3.79818
"7924",0.519044
"7925",6.59136
"7926",4.58005
"7927",0
"7928",0.0439454
"7929",0.907207
"7930",0.771244
"7931",0
"7932",0
"7933",0
"7934",0
"7935",2.40911
"7936",14.9831
"7937",0
"7938",2.18215
"7939",3.679
"7940",3.60787e-06
"7941",0
"7942",0
"7943",6.80307
"7944",1.37276e-05
"7945",5.12312
"7946",0.000123434
"7947",0.000124872
"7948",6.16584
"7949",0
"7950",0
"7951",0
"7952",0
"7953",4.98398
"7954",3.43967
"7955",4.92213e-05
"7956",44.1944
"7957",3.25297
"7958",4.72396
"7959",117.167
"7960",30.624
"7961",0
"7962",0
"7963",0
"7964",0
"7965",0
"7966",0
"7967",19.1796
"7968",229.982
"7969",0
"7970",0
"7971",0
"7972",0
"7973",0
"7974",0
"7975",8.16837
"7976",1.97255
"7977",99.0224
"7978",0
"7979",0
"7980",0
"7981",1.2237
"7982",1.51781
"7983",7.48534
"7984",0
"7985",0
"7986",0
"7987",0
"7988",0
"7989",0
"7990",17.9181
"7991",7.12875
"7992",0.947513
"7993",0
"7994",0
"7995",7.20527
"7996",1.80376
"7997",1.78678
"7998",4.23952
"7999",2.48888
"8000",0
"8001",1.45099
"8002",0
"8003",5.77993
"8004",2.13194
"8005",0
"8006",0
"8007",2.47496
"8008",0
"8009",0
"8010",0
"8011",0
"8012",15.1895
"8013",0
"8014",7.04679
"8015",0
"8016",1.85413
"8017",5.05889
"8018",2.65008
"8019",0
"8020",0
"8021",0
"8022",0
"8023",2.39319
"8024",0
"8025",2.84396
"8026",2.33693e-05
"8027",0
"8028",3.12538
"8029",0
"8030",4.09304
"8031",37.3442
"8032",0
"8033",0
"8034",5.24737
"8035",0
"8036",0
"8037",0
"8038",0
"8039",81.2312
"8040",6.81794
"8041",7.35919
"8042",4.29047
"8043",41.9732
"8044",14.1408
"8045",0
"8046",1.00869
"8047",0
"8048",4.0391
"8049",0
"8050",4.16419
"8051",0
"8052",3.70699
"8053",0
"8054",0
"8055",0
"8056",0
"8057",0
"8058",1.48396
"8059",0
"8060",0
"8061",5.36104
"8062",0
"8063",2.24233
"8064",0
"8065",1.28446
"8066",604.118
"8067",13.7504
"8068",11.7962
"8069",0
"8070",2.22605
"8071",21.6307
"8072",4.6172
"8073",6.02922
"8074",2.79802
"8075",1.6874e-05
"8076",3.62544
"8077",0
"8078",0
"8079",0
"8080",17.2331
"8081",3.81661
"8082",0
"8083",0
"8084",4.51005
"8085",1.43738
"8086",0
"8087",0
"8088",9.35914
"8089",0
"8090",10.3551
"8091",0
"8092",128.636
"8093",24.7229
"8094",0
"8095",0
"8096",0
"8097",0
"8098",0
"8099",3.57837
"8100",0
"8101",0
"8102",0
"8103",1.37393
"8104",6.08137
"8105",1.4823
"8106",0
"8107",0
"8108",0
"8109",2.70152
"8110",2.2051
"8111",0
"8112",3.57837
"8113",19.0549
"8114",1.74072
"8115",0
"8116",6.59681
"8117",2.06669
"8118",0
"8119",0
"8120",3.49651
"8121",5.09131e-06
"8122",5.19949e-06
"8123",8.76421
"8124",0
"8125",63.1328
"8126",0
"8127",0
"8128",0
"8129",0
"8130",0
"8131",0
"8132",0
"8133",0
"8134",8.67326
"8135",1.01099
"8136",0
"8137",0
"8138",0
"8139",5.15574
"8140",0
"8141",0
"8142",0
"8143",0
"8144",21.2087
"8145",11.8596
"8146",0
"8147",10.0003
"8148",0
"8149",0
"8150",0
"8151",6.18402
"8152",0
"8153",5.03837
"8154",0.390649
"8155",2.08245
"8156",0
"8157",0
"8158",1.60147
"8159",1.68264
"8160",2.32612
"8161",0
"8162",2.06924
"8163",109.982
"8164",0
"8165",1.4719
"8166",0
"8167",1.5384
"8168",0
"8169",0
"8170",0
"8171",1.42555
"8172",2.70519
"8173",1.60988
"8174",0
"8175",1.1623
"8176",1.26972
"8177",0
"8178",0
"8179",0
"8180",13.7248
"8181",4.65636
"8182",25.929
"8183",0
"8184",0
"8185",0
"8186",0.00552476
"8187",3.26842
"8188",0
"8189",0
"8190",2.11258
"8191",2.95829
"8192",0
"8193",0
"8194",13.4313
"8195",0
"8196",0
"8197",3.04223
"8198",0
"8199",2.61465
"8200",0
"8201",0
"8202",0
"8203",0
"8204",0
"8205",10.0588
"8206",2.06669
"8207",3.21361
"8208",3.28516
"8209",39.3537
"8210",1.25413
"8211",5.48329
"8212",0
"8213",0
"8214",4.21708
"8215",0
"8216",0
"8217",1.72116
"8218",0
"8219",0
"8220",2.39176
"8221",0
"8222",1.51557
"8223",0
"8224",4.77206
"8225",0
"8226",1.81776
"8227",0
"8228",0
"8229",2.58307
"8230",0
"8231",4.29435
"8232",20.4199
"8233",3.53765
"8234",0
"8235",0
"8236",1.4595
"8237",0
"8238",22.15
"8239",0
"8240",2.48888
"8241",0
"8242",0
"8243",1.36686
"8244",0
"8245",5.25992
"8246",0
"8247",2.56643
"8248",3.02008
"8249",0
"8250",0
"8251",0
"8252",10.0652
"8253",0.000122313
"8254",1.44678
"8255",8.8086
"8256",1.14573e-05
"8257",10.7315
"8258",9.75404e-06
"8259",2.79717e-13
"8260",9.45304
"8261",1.77168
"8262",2.31397
"8263",3.76656
"8264",0
"8265",2.71811
"8266",0
"8267",0
"8268",4.7967
"8269",0.890143
"8270",6.05318
"8271",0
"8272",0
"8273",0
"8274",1.19794
"8275",1.80622
"8276",12.7144
"8277",0
"8278",3.97776
"8279",3.40264
"8280",1.11825
"8281",0.0968914
"8282",0.594119
"8283",0.111344
"8284",1.19759
"8285",0.2234
"8286",4.71
"8287",0
"8288",0
"8289",0
"8290",7.7701
"8291",3.34549
"8292",0
"8293",0.690388
"8294",4.26617
"8295",0
"8296",40.9242
"8297",1.91289
"8298",0
"8299",0
"8300",0
"8301",2.66604
"8302",10.0576
"8303",11.203
"8304",19.8397
"8305",10.865
"8306",11.67
"8307",0
"8308",0
"8309",0
"8310",2.77393
"8311",1.76462
"8312",0
"8313",2.06028
"8314",0
"8315",0
"8316",0
"8317",0
"8318",0
"8319",0
"8320",6.94242
"8321",0
"8322",4.16145
"8323",0
"8324",0
"8325",0
"8326",0
"8327",6.47092
"8328",0
"8329",1.83788
"8330",8.66586
"8331",0
"8332",0
"8333",0
"8334",0
"8335",0
"8336",0
"8337",2.03295
"8338",20.2495
"8339",8.21673
"8340",0
"8341",8.28508
"8342",0
"8343",0
"8344",0
"8345",0
"8346",1.99129
"8347",0
"8348",1.51442
"8349",0
"8350",0
"8351",0
"8352",0
"8353",0
"8354",1.61642
"8355",0
"8356",0
"8357",23.7658
"8358",3.36849
"8359",0
"8360",0
"8361",0
"8362",2.87089
"8363",0
"8364",1.39023
"8365",8.62003
"8366",5.05994
"8367",3.8798
"8368",0
"8369",8.60726
"8370",4.15475
"8371",0
"8372",6.91986
"8373",3.71044
"8374",48.7997
"8375",0
"8376",9.19907
"8377",4.1291
"8378",0
"8379",2.86469
"8380",0
"8381",2.07531
"8382",0
"8383",0
"8384",5.53406
"8385",0
"8386",7.29852
"8387",0
"8388",0
"8389",0
"8390",0
"8391",3.86898
"8392",4.0677
"8393",0
"8394",0
"8395",5.45207
"8396",0
"8397",0
"8398",0
"8399",9.20655
"8400",0
"8401",0
"8402",0
"8403",8.27647
"8404",0
"8405",0
"8406",0
"8407",0
"8408",1.77405
"8409",0
"8410",5.55756
"8411",5.6452
"8412",12.6933
"8413",0
"8414",1.78678
"8415",2333.29
"8416",0
