"","FPKM.liver.tablemaker"
"5843",0
"5844",0
"5845",17.9438
"5846",0
"5847",1.63671
"5848",2.88256
"5849",0
"5850",2.39983
"5851",0
"5852",0
"5853",0
"5854",13.3687
"5855",19.4759
"5856",4.13708
"5857",8.05366
"5858",2.22497
"5859",3.92677
"5860",4.14369
"5861",6.5748e-06
"5862",3.85708
"5863",2.54812e-06
"5864",2.45454e-06
"5865",6.15211e-05
"5866",1.92641e-06
"5867",5.67057e-05
"5868",2.39281
"5869",0.578681
"5870",2.61081e-16
"5871",19.2887
"5872",1.34452e-14
"5873",7.77918
"5874",0
"5875",2.03468
"5876",0
"5877",8.24914
"5878",0
"5879",0
"5880",61.854
"5881",11.4696
"5882",4.97483e-05
"5883",8.81086
"5884",22.9337
"5885",0
"5886",0
"5887",0
"5888",0
"5889",0
"5890",0
"5891",0
"5892",4.95979
"5893",2.95641
"5894",1.44382
"5895",0
"5896",0
"5897",243.662
"5898",0
"5899",10.1516
"5900",0
"5901",0
"5902",0
"5903",0
"5904",0
"5905",4.30238
"5906",0
"5907",0
"5908",0
"5909",0
"5910",0
"5911",0
"5912",0
"5913",9.8472
"5914",3.35105
"5915",3.88197
"5916",2211.16
"5917",0
"5918",0
"5919",9.05129
"5920",0
"5921",0
"5922",6.44378
"5923",2.28588
"5924",0
"5925",0
"5926",4.93286
"5927",3.05348
"5928",0
"5929",0
"5930",0.102989
"5931",41.0758
"5932",0
"5933",17.1871
"5934",0
"5935",1.45357
"5936",15.7333
"5937",0
"5938",2.39848
"5939",5.41243
"5940",3.86729
"5941",6.45384
"5942",0
"5943",2.40689
"5944",1.38003
"5945",1.5971
"5946",0
"5947",2.07597
"5948",0
"5949",0
"5950",3.99179
"5951",3.37744
"5952",4.82142
"5953",0
"5954",13.9129
"5955",0
"5956",0
"5957",0
"5958",0
"5959",0
"5960",0
"5961",6.92276
"5962",1.34732
"5963",4.24895
"5964",0
"5965",2.49494
"5966",0
"5967",1.58045
"5968",3.58612
"5969",0
"5970",12.2258
"5971",0
"5972",0
"5973",0
"5974",2.92262
"5975",21.8807
"5976",4.33887
"5977",0
"5978",0
"5979",0
"5980",18.718
"5981",10.5723
"5982",0
"5983",0
"5984",2.94585
"5985",120.868
"5986",2.52889
"5987",3.93437
"5988",3.65173
"5989",0
"5990",20.5607
"5991",2.48063
"5992",0
"5993",0
"5994",0
"5995",0
"5996",2.74242
"5997",440.051
"5998",0
"5999",2.86934
"6000",5.00208
"6001",0
"6002",0
"6003",7.10302
"6004",0
"6005",1.63084
"6006",0
"6007",1.58473
"6008",1.66603
"6009",0
"6010",3.03086
"6011",0
"6012",16.7003
"6013",0
"6014",3.71532
"6015",1.22914
"6016",82.416
"6017",0
"6018",0
"6019",0
"6020",0
"6021",0
"6022",0
"6023",4.17934
"6024",0
"6025",0
"6026",0
"6027",2.91222
"6028",0
"6029",0
"6030",1.69713
"6031",0.00112346
"6032",3.46047
"6033",1.27391
"6034",2.55731
"6035",10.2719
"6036",0
"6037",6.44354
"6038",0
"6039",3.83108
"6040",8.91431
"6041",0
"6042",0
"6043",0
"6044",13.7534
"6045",0
"6046",0
"6047",0
"6048",0
"6049",0
"6050",5.20903
"6051",0
"6052",0
"6053",0
"6054",170.444
"6055",17.8623
"6056",0
"6057",3.96872
"6058",0
"6059",15.6754
"6060",3.84549
"6061",0
"6062",0
"6063",39.0344
"6064",0
"6065",34.4048
"6066",0
"6067",0
"6068",0
"6069",0
"6070",0
"6071",10.2551
"6072",13.7135
"6073",0
"6074",0
"6075",0
"6076",3.52422
"6077",4.28436
"6078",8.83369
"6079",1.79385
"6080",31.411
"6081",0
"6082",0
"6083",0
"6084",3.09505
"6085",2.4919
"6086",0
"6087",0
"6088",10.5169
"6089",0
"6090",1.60273
"6091",116.714
"6092",0
"6093",2.41684
"6094",0
"6095",6.11785
"6096",0
"6097",0
"6098",2.12117
"6099",11.5414
"6100",120.311
"6101",5.81635e-05
"6102",6.25664
"6103",0
"6104",0
"6105",0
"6106",6.91107
"6107",0
"6108",0
"6109",0
"6110",0
"6111",0
"6112",0
"6113",0
"6114",9.37929
"6115",0
"6116",0
"6117",0
"6118",0
"6119",0
"6120",7.2099
"6121",0
"6122",0
"6123",0
"6124",0
"6125",69.8701
"6126",0
"6127",0
"6128",24.2474
"6129",63.8591
"6130",8.83704
"6131",0.897922
"6132",15.0239
"6133",0
"6134",0
"6135",0
"6136",0
"6137",0
"6138",0
"6139",0
"6140",0
"6141",0
"6142",83.7819
"6143",0
"6144",0
"6145",0
"6146",7.0298
"6147",67.2834
"6148",0
"6149",0
"6150",0
"6151",0
"6152",0
"6153",1.38236
"6154",0
"6155",0
"6156",0
"6157",0
"6158",0
"6159",1.67079
"6160",3.34284
"6161",67.2404
"6162",0
"6163",0
"6164",2.26312
"6165",39.7059
"6166",0
"6167",0
"6168",0
"6169",5.88741
"6170",0
"6171",0
"6172",0
"6173",0
"6174",17.0304
"6175",17.9438
"6176",0
"6177",2.05718
"6178",0
"6179",0
"6180",12.5976
"6181",0
"6182",5.26941
"6183",0
"6184",0
"6185",0
"6186",4.00351
"6187",0
"6188",556.167
"6189",0
"6190",0
"6191",0
"6192",2.55412
"6193",0
"6194",1.95497
"6195",0
"6196",3.98417
"6197",2.05512
"6198",10.6279
"6199",0
"6200",3.83827
"6201",0
"6202",0
"6203",0
"6204",26.6261
"6205",0
"6206",0
"6207",2.00773
"6208",0
"6209",2.02662
"6210",0
"6211",0
"6212",0
"6213",1.0685
"6214",1.07185
"6215",0
"6216",0
"6217",0
"6218",0
"6219",29.1736
"6220",0
"6221",0
"6222",0
"6223",58.1714
"6224",10.7096
"6225",0
"6226",0
"6227",3.38863
"6228",1.31951
"6229",83.4811
"6230",0
"6231",65.9957
"6232",47.9101
"6233",19.4182
"6234",0
"6235",0
"6236",0
"6237",1.8324
"6238",14.3824
"6239",0
"6240",2.74426
"6241",0
"6242",0
"6243",16.1725
"6244",6.04346
"6245",0
"6246",0
"6247",0
"6248",3.20662
"6249",31.5694
"6250",2.90198
"6251",1.70103
"6252",12.1058
"6253",0
"6254",0
"6255",0
"6256",0
"6257",4.16115
"6258",1.35355
"6259",8.90784
"6260",0
"6261",0
"6262",39.4911
"6263",3.8711
"6264",68.7316
"6265",0
"6266",0
"6267",0
"6268",2.37896
"6269",0
"6270",18.4309
"6271",0
"6272",0
"6273",0
"6274",0
"6275",28.343
"6276",10.9765
"6277",3.69626
"6278",1.75236
"6279",0
"6280",0
"6281",5.10187
"6282",0
"6283",3.06262
"6284",4.2248
"6285",6.01594e-05
"6286",5.03128e-05
"6287",0
"6288",0
"6289",0
"6290",8.9719
"6291",0
"6292",0
"6293",5.30021
"6294",4.27112
"6295",28.6107
"6296",0
"6297",0
"6298",5.76303
"6299",4.34136
"6300",0
"6301",0
"6302",0
"6303",5.64899
"6304",5.33439
"6305",0
"6306",9.55041
"6307",1.44442e-06
"6308",16.9409
"6309",12.2483
"6310",5.2797
"6311",0
"6312",0
"6313",40.8418
"6314",0
"6315",0
"6316",0
"6317",3.36356
"6318",0
"6319",3.12818
"6320",0
"6321",3.41254
"6322",4.6462e-06
"6323",6.8367
"6324",0
"6325",0
"6326",308.21
"6327",6.65321
"6328",14.3821
"6329",5.00514
"6330",0
"6331",0
"6332",8.14245
"6333",19.3764
"6334",0
"6335",0
"6336",23.4948
"6337",78.2753
"6338",0
"6339",0
"6340",0
"6341",5.88535
"6342",0
"6343",0
"6344",0
"6345",0
"6346",1.9058
"6347",2.00871
"6348",5.37918
"6349",0
"6350",45.8374
"6351",0
"6352",4.46451
"6353",12.8936
"6354",0
"6355",21.5888
"6356",0
"6357",8.04274
"6358",0
"6359",9.33936
"6360",3.59308e-06
"6361",3.60853e-06
"6362",9.99086
"6363",3.30687e-06
"6364",0
"6365",9.78738
"6366",0
"6367",3.11153
"6368",24.6477
"6369",10.0159
"6370",5.69047
"6371",2.96498
"6372",0
"6373",0
"6374",10.3572
"6375",0
"6376",3.13537
"6377",0
"6378",0
"6379",5.58942
"6380",0
"6381",0
"6382",0
"6383",0
"6384",0
"6385",0
"6386",2.12889
"6387",5.57967
"6388",0
"6389",2.6604
"6390",1.14042
"6391",0
"6392",0
"6393",3.07537
"6394",0
"6395",1.71347
"6396",0
"6397",0
"6398",0
"6399",14.5762
"6400",0
"6401",117.107
"6402",39.0194
"6403",0
"6404",0
"6405",0
"6406",0
"6407",0
"6408",0
"6409",10.3498
"6410",12.0577
"6411",0
"6412",0
"6413",0
"6414",0
"6415",0.0107514
"6416",1.68314
"6417",2.86131
"6418",4.489
"6419",6.63108
"6420",0
"6421",0
"6422",0
"6423",0
"6424",3.49574
"6425",1.89784
"6426",3.58141
"6427",0
"6428",15.8455
"6429",0
"6430",15.4838
"6431",1.82668
"6432",6.72436
"6433",0
"6434",0
"6435",0
"6436",1.56234
"6437",0
"6438",0
"6439",0
"6440",7.24821
"6441",0
"6442",0
"6443",42.9161
"6444",6.42291
"6445",2.49045
"6446",0
"6447",3.06491
"6448",3.04893
"6449",3.5596
"6450",0
"6451",4.74402
"6452",0
"6453",0
"6454",1.59027
"6455",0
"6456",13.0299
"6457",0
"6458",0
"6459",2.96292
"6460",0.00886238
"6461",6.33358
"6462",0
"6463",9.11283
"6464",6.7076
"6465",0
"6466",0
"6467",13.0828
"6468",0
"6469",7.7861
"6470",21.8031
"6471",0
"6472",0
"6473",3.30163
"6474",0
"6475",0
"6476",0
"6477",0
"6478",5.15301
"6479",3.78152
"6480",8.68622
"6481",0.000355461
"6482",3.27672
"6483",0.00017966
"6484",11.1266
"6485",5.92838e-06
"6486",3.31608e-05
"6487",4.20744
"6488",4.25319
"6489",7.28062
"6490",0
"6491",1.4292
"6492",0
"6493",0
"6494",0
"6495",0
"6496",0
"6497",0
"6498",58.8651
"6499",0.869533
"6500",1.97171
"6501",0
"6502",0
"6503",0
"6504",0
"6505",3.11626
"6506",166.349
"6507",0
"6508",8.20827
"6509",0
"6510",0
"6511",0
"6512",0
"6513",0
"6514",0
"6515",0
"6516",0
"6517",2.35562
"6518",0
"6519",0
"6520",0
"6521",0
"6522",0
"6523",110.95
"6524",4.69212
"6525",1.81051
"6526",46.1424
"6527",0
"6528",0
"6529",10.1067
"6530",1.37021e-06
"6531",0
"6532",0
"6533",0
"6534",0
"6535",0
"6536",0
"6537",6.66391
"6538",0
"6539",0
"6540",0
"6541",7.46589
"6542",0
"6543",7.76394
"6544",1.51548
"6545",0
"6546",0
"6547",0
"6548",0
"6549",0
"6550",0
"6551",0
"6552",0
"6553",0
"6554",21.0754
"6555",0
"6556",15.0935
"6557",4.23491
"6558",0
"6559",118.245
"6560",22.5773
"6561",8.29867
"6562",0
"6563",0
"6564",0
"6565",9.48803
"6566",1.60462
"6567",7.27993
"6568",971.672
"6569",0
"6570",3.20662
"6571",1.59835
"6572",0
"6573",9.17303
"6574",0
"6575",0
"6576",0
"6577",0
"6578",0
"6579",5.37447
"6580",0
"6581",0
"6582",11.5741
"6583",0
"6584",9.81234
"6585",0
"6586",9.53802
"6587",0
"6588",2.86239
"6589",10.0084
"6590",0
"6591",0
"6592",0
"6593",2.15468
"6594",4.55317
"6595",1.70989
"6596",8.47416
"6597",0
"6598",245.876
"6599",0
"6600",39.6613
"6601",35.426
"6602",0
"6603",3.71225
"6604",0
"6605",3.21923
"6606",5.32052
"6607",0
"6608",14.2696
"6609",0
"6610",0
"6611",0
"6612",0
"6613",0
"6614",0
"6615",5.30672
"6616",0
"6617",0
"6618",0
"6619",0
"6620",0
"6621",0
"6622",0
"6623",0
"6624",19.7391
"6625",0.000193977
"6626",10.6502
"6627",0
"6628",0
"6629",0
"6630",0
"6631",0
"6632",0
"6633",0
"6634",4.696
"6635",0
"6636",0
"6637",0
"6638",0
"6639",0
"6640",5.66322
"6641",0
"6642",3.75033
"6643",2.51648
"6644",0
"6645",1.36212
"6646",0
"6647",2.9092
"6648",0
"6649",0
"6650",0
"6651",0
"6652",0
"6653",2.38584
"6654",6.41348
"6655",0
"6656",0
"6657",63.8462
"6658",0
"6659",126.312
"6660",48.8344
"6661",4.47805
"6662",2.91637
"6663",2.56212
"6664",33.8689
"6665",1.7049
"6666",3.08527
"6667",9.42662
"6668",1.94014
"6669",0
"6670",1.90847
"6671",1.94938
"6672",6.20418
"6673",0
"6674",12.305
"6675",0
"6676",0
"6677",28.5214
"6678",2.48133
"6679",1.48199
"6680",48.9885
"6681",6.10373
"6682",1.43925
"6683",0
"6684",0
"6685",0
"6686",0
"6687",0
"6688",4.09978
"6689",0
"6690",0
"6691",3.03086
"6692",0
"6693",0
"6694",3.68237
"6695",0
"6696",0
"6697",2.10264
"6698",0
"6699",0
"6700",0
"6701",7.64071
"6702",0
"6703",0
"6704",0
"6705",0
"6706",0
"6707",2.03367
"6708",0
"6709",2.66213
"6710",0
"6711",0
"6712",30.9899
"6713",0
"6714",0
"6715",0
"6716",0
"6717",0
"6718",0
"6719",0
"6720",0
"6721",0
"6722",0
"6723",1.83487
"6724",18.7967
"6725",41.4138
"6726",2.96283
"6727",1.9292
"6728",1.60903
"6729",69.3356
"6730",3.91166
"6731",27.3058
"6732",0.00145592
"6733",0.122557
"6734",2.36604
"6735",4.74501
"6736",10.3118
"6737",0
"6738",0
"6739",0
"6740",0
"6741",0
"6742",0
"6743",0
"6744",5.16603
"6745",5.10799
"6746",0
"6747",0
"6748",25.854
"6749",0
"6750",0
"6751",50.2939
"6752",23.1176
"6753",13.4327
"6754",0.00148676
"6755",2.33679
"6756",4.43769
"6757",815.21
"6758",0
"6759",6.55376
"6760",0
"6761",2.53828
"6762",0
"6763",0
"6764",0
"6765",0
"6766",1.94567
"6767",4.6024
"6768",7.23972e-05
"6769",0.00752068
"6770",2.75102
"6771",0
"6772",0
"6773",0
"6774",5.34136
"6775",5.44078
"6776",0
"6777",0
"6778",14.1691
"6779",6.80759
"6780",4.29335
"6781",0
"6782",0
"6783",0
"6784",0
"6785",0
"6786",0
"6787",2.35705
"6788",7.62903
"6789",0
"6790",9.85963
"6791",0
"6792",0
"6793",0
"6794",0
"6795",0
"6796",0
"6797",0
"6798",0
"6799",0
"6800",0
"6801",0
"6802",9.81084
"6803",0
"6804",0
"6805",0
"6806",0
"6807",0
"6808",0
"6809",5.90394
"6810",3.46568
"6811",8.67824
"6812",0
"6813",5.82826
"6814",4.88831
"6815",0
"6816",0
"6817",34.6595
"6818",0.00321622
"6819",5.55347
"6820",0.0012211
"6821",7.85467e-07
"6822",0.0014188
"6823",9.02287e-07
"6824",1.78628
"6825",3.65336
"6826",4.58713
"6827",5.65931
"6828",0
"6829",7.86119
"6830",0
"6831",2.88349
"6832",0
"6833",4.94144
"6834",0
"6835",9.15046
"6836",9.78738
"6837",0
"6838",1.30022
"6839",7.22917
"6840",0
"6841",0
"6842",0
"6843",17.3428
"6844",0
"6845",0
"6846",9.85811
"6847",1.78213
"6848",0
"6849",0
"6850",0
"6851",0
"6852",0
"6853",0
"6854",0
"6855",0
"6856",27.1826
"6857",1.75236
"6858",0
"6859",3.6762
"6860",0
"6861",1.92282
"6862",0
"6863",0
"6864",0
"6865",0
"6866",5.41963
"6867",0
"6868",0
"6869",0
"6870",336.474
"6871",0
"6872",0
"6873",0
"6874",3.68614
"6875",0
"6876",0
"6877",0
"6878",7.26133
"6879",42.1957
"6880",0
"6881",0
"6882",2.47233
"6883",0
"6884",0
"6885",0
"6886",0
"6887",3.09038
"6888",27.0963
"6889",0
"6890",0
"6891",3.15359
"6892",1.97669
"6893",4.63921
"6894",0
"6895",9.67262
"6896",6.43692
"6897",0
"6898",1.98821
"6899",0
"6900",0
"6901",0
"6902",0
"6903",0
"6904",0
"6905",0
"6906",1.73013
"6907",0
"6908",0
"6909",3.16937
"6910",0
"6911",0
"6912",0
"6913",5.55905
"6914",3.62732
"6915",6.77064
"6916",0
"6917",9.27813
"6918",0
"6919",0.992842
"6920",1.01445
"6921",2.11788
"6922",5.49588
"6923",1.41048
"6924",0
"6925",0
"6926",3.47349
"6927",5.23235
"6928",0
"6929",20.7143
"6930",0
"6931",0
"6932",0
"6933",0
"6934",0
"6935",3.17685
"6936",6.85675
"6937",6.26114
"6938",4.53608
"6939",0
"6940",0
"6941",0
"6942",17.6314
"6943",0
"6944",0
"6945",3.99959
"6946",0
"6947",0
"6948",5.19225
"6949",7.64099
"6950",2.47233
"6951",0
"6952",6.99375
"6953",0
"6954",0
"6955",0
"6956",0
"6957",0
"6958",1.75236
"6959",3.69408
"6960",0
"6961",0
"6962",0
"6963",0.352757
"6964",2.44255
"6965",0
"6966",4.47842
"6967",0
"6968",1.5564
"6969",0
"6970",82.9974
"6971",11.1918
"6972",4.55658
"6973",0
"6974",0
"6975",0
"6976",7.35901
"6977",11.5239
"6978",0
"6979",0
"6980",0
"6981",0
"6982",0
"6983",0
"6984",0
"6985",0
"6986",12.1407
"6987",0
"6988",0
"6989",0
"6990",8.49754
"6991",3.8565
"6992",0
"6993",11.9263
"6994",0
"6995",0
"6996",1.20489
"6997",6.11608
"6998",4.01136
"6999",0
"7000",0
"7001",4.56411
"7002",0
"7003",0
"7004",5.48454
"7005",0
"7006",0
"7007",0
"7008",0
"7009",0
"7010",7.06671
"7011",0
"7012",1.99792
"7013",3.85636
"7014",0
"7015",19.2556
"7016",3.51514
"7017",0
"7018",0
"7019",2.04847
"7020",7.71941
"7021",2.30001
"7022",0
"7023",0
"7024",2.87135
"7025",0
"7026",0
"7027",0
"7028",0
"7029",0
"7030",0
"7031",0
"7032",0
"7033",1.97383
"7034",2.55412
"7035",0
"7036",22.588
"7037",3.70971
"7038",0
"7039",1.27233
"7040",3.79555
"7041",0
"7042",1.36621
"7043",0.966193
"7044",0
"7045",0
"7046",0
"7047",10.214
"7048",0
"7049",0
"7050",3.03536
"7051",0
"7052",2.54935
"7053",10.3764
"7054",1.04421e-05
"7055",0
"7056",1.95124
"7057",17.6973
"7058",3.64684
"7059",0
"7060",2.14902
"7061",0
"7062",2.82379
"7063",20.3133
"7064",0
"7065",14.2498
"7066",0
"7067",0
"7068",0
"7069",102.834
"7070",0
"7071",0
"7072",0
"7073",5.88411
"7074",12.0322
"7075",0
"7076",4.73403
"7077",0
"7078",0
"7079",4.68167
"7080",0
"7081",0
"7082",2.73326
"7083",2.72416
"7084",6.40341
"7085",2.34617
"7086",0
"7087",4.15405
"7088",0
"7089",5.99038
"7090",7.35848
"7091",0
"7092",0
"7093",33.2189
"7094",0
"7095",0
"7096",0
"7097",15.8682
"7098",5.08298
"7099",1.1363
"7100",3.80805
"7101",0
"7102",4.69241
"7103",0
"7104",0
"7105",0
"7106",0
"7107",3.22565
"7108",2.63766e-05
"7109",0
"7110",0
"7111",0
"7112",0
"7113",11.455
"7114",0
"7115",0
"7116",3.09038
"7117",0
"7118",0
"7119",0
"7120",0
"7121",0
"7122",0
"7123",2.60618
"7124",0
"7125",0
"7126",0
"7127",0
"7128",2.17036
"7129",0
"7130",0
"7131",3.20411
"7132",0
"7133",9.07216
"7134",4.58179
"7135",12.3045
"7136",11.999
"7137",0
"7138",0
"7139",0
"7140",0
"7141",0
"7142",11.9682
"7143",0
"7144",21.0137
"7145",0
"7146",0
"7147",0
"7148",11.999
"7149",0
"7150",2.34886
"7151",0
"7152",0
"7153",0
"7154",1.69151
"7155",0
"7156",8.95985
"7157",0
"7158",0
"7159",0
"7160",7.61937
"7161",5.81997
"7162",0
"7163",314.171
"7164",35.7775
"7165",0
"7166",0
"7167",0
"7168",0
"7169",0
"7170",0
"7171",0
"7172",0
"7173",0
"7174",0
"7175",134.853
"7176",0
"7177",6.72981
"7178",5.40514
"7179",0
"7180",2.67732
"7181",14.9331
"7182",0
"7183",6.12487
"7184",4.99573
"7185",0
"7186",1.98628
"7187",1.05869
"7188",0
"7189",4.93274
"7190",2.06133
"7191",0
"7192",2.32088
"7193",0
"7194",0
"7195",0
"7196",0
"7197",1.4724
"7198",9.7248
"7199",0
"7200",0
"7201",0
"7202",0
"7203",58.0797
"7204",6.63108
"7205",0
"7206",0
"7207",0
"7208",40.0147
"7209",0
"7210",0
"7211",8.54181
"7212",8.09565e-05
"7213",35.5802
"7214",2.1764e-06
"7215",21.7902
"7216",0
"7217",10.9207
"7218",0
"7219",18.2758
"7220",0
"7221",0
"7222",3.96472
"7223",0
"7224",0
"7225",0
"7226",0
"7227",10.2277
"7228",10.4899
"7229",3.59715
"7230",6.5414
"7231",0
"7232",0
"7233",11.657
"7234",0
"7235",34.9948
"7236",8.1266
"7237",3.89305
"7238",0
"7239",2.84342
"7240",24.618
"7241",0
"7242",0
"7243",9.01248
"7244",0
"7245",9.50949
"7246",0
"7247",0
"7248",0
"7249",68.5015
"7250",0
"7251",3.74346
"7252",0
"7253",0
"7254",0
"7255",36.7449
"7256",13.5458
"7257",0
"7258",0
"7259",0
"7260",2.74426
"7261",0
"7262",0
"7263",0
"7264",0
"7265",0
"7266",35.2083
"7267",2.63131
"7268",0
"7269",0
"7270",3.28382
"7271",1.75763
"7272",0
"7273",6.06136
"7274",12.1773
"7275",3.11755
"7276",0
"7277",0
"7278",0
"7279",1.80333
"7280",0
"7281",0
"7282",0
"7283",1.354
"7284",0
"7285",0
"7286",4.5692
"7287",0
"7288",13.171
"7289",13.9268
"7290",53.8843
"7291",0
"7292",0
"7293",0
"7294",0
"7295",7.28062
"7296",0
"7297",7.56144
"7298",0
"7299",0
"7300",0
"7301",9.97089
"7302",0
"7303",0
"7304",0
"7305",5.99951
"7306",8.03784
"7307",60.1662
"7308",0
"7309",0
"7310",0
"7311",0
"7312",4.93274
"7313",0
"7314",1.60714
"7315",0
"7316",7.90835
"7317",0
"7318",1.20418
"7319",11.843
"7320",0
"7321",8.41021
"7322",0
"7323",6.09332
"7324",10.0652
"7325",6.2216
"7326",19.1497
"7327",4.48163
"7328",0
"7329",4.58179
"7330",0
"7331",4.73031
"7332",2.55731
"7333",0
"7334",0
"7335",0
"7336",0
"7337",0
"7338",38.3123
"7339",0
"7340",0
"7341",0
"7342",0
"7343",0
"7344",0
"7345",60.4998
"7346",2.82185
"7347",0
"7348",3.43546
"7349",0
"7350",5.8785
"7351",60.0948
"7352",0
"7353",4.63006
"7354",0
"7355",0
"7356",0
"7357",7.92989
"7358",2.28716
"7359",1.30938
"7360",0
"7361",0
"7362",0
"7363",5.42305
"7364",14.3403
"7365",0
"7366",0
"7367",0
"7368",0
"7369",3.7704
"7370",0
"7371",0
"7372",0
"7373",0
"7374",0
"7375",0
"7376",3.07875
"7377",0
"7378",3.90419
"7379",11.2382
"7380",0
"7381",0
"7382",0
"7383",0
"7384",2.45748
"7385",0
"7386",1.09671
"7387",22.9865
"7388",0
"7389",3.03536
"7390",6.42291
"7391",1.48576
"7392",0
"7393",0
"7394",0
"7395",0
"7396",0
"7397",4.05911
"7398",2.02562
"7399",0
"7400",30.1963
"7401",0
"7402",0
"7403",18.6255
"7404",0
"7405",0
"7406",0
"7407",7.69097
"7408",0
"7409",0
"7410",1.83734
"7411",2.6656
"7412",0
"7413",0
"7414",1.39414
"7415",2.73691
"7416",4.76342
"7417",0
"7418",0
"7419",0
"7420",0
"7421",58.3272
"7422",0
"7423",2.07072
"7424",0
"7425",0
"7426",15.9616
"7427",1.60714
"7428",177.985
"7429",3.67231
"7430",1.35985
"7431",0
"7432",0
"7433",0
"7434",9.30952
"7435",0
"7436",0
"7437",0
"7438",0
"7439",21.9664
"7440",3.64206e-05
"7441",0
"7442",0
"7443",0
"7444",0
"7445",0
"7446",0
"7447",5.84491
"7448",0
"7449",0
"7450",17.5347
"7451",10.7605
"7452",2.43923
"7453",72.9668
"7454",2.22079e-05
"7455",0
"7456",0
"7457",0
"7458",0
"7459",3.24229
"7460",2.51488
"7461",0
"7462",6.30416
"7463",7.78639
"7464",0
"7465",0
"7466",4.23794
"7467",0
"7468",0
"7469",14.8236
"7470",0
"7471",4.03907
"7472",0
"7473",3.8026
"7474",0
"7475",0
"7476",0
"7477",0
"7478",0
"7479",2.99975
"7480",0
"7481",0
"7482",15.1507
"7483",0
"7484",0
"7485",0
"7486",3.01968
"7487",0
"7488",6.13406
"7489",6.28518
"7490",2.21479
"7491",0
"7492",1.18775
"7493",0
"7494",0
"7495",0
"7496",0
"7497",1.2422
"7498",5.83711
"7499",2.53199
"7500",17.585
"7501",0
"7502",0
"7503",0
"7504",2.03975
"7505",3.22568
"7506",2.87943
"7507",0
"7508",0
"7509",0
"7510",0
"7511",7.91349
"7512",3.74189
"7513",3.61148
"7514",2.95855
"7515",0
"7516",0
"7517",0
"7518",0.473012
"7519",12.6686
"7520",1.28386e-123
"7521",4.70766e-125
"7522",18.5072
"7523",7.19089
"7524",3.17675
"7525",0
"7526",0
"7527",1.86923
"7528",0
"7529",1.83569
"7530",1.28149
"7531",0
"7532",3.28656
"7533",0
"7534",0
"7535",0
"7536",3.93437
"7537",0
"7538",1.97573
"7539",0
"7540",0
"7541",0
"7542",2.36652
"7543",5.5821
"7544",0
"7545",0
"7546",2.82574
"7547",0
"7548",0
"7549",0
"7550",0
"7551",0
"7552",0
"7553",0
"7554",0
"7555",0
"7556",0
"7557",0
"7558",0
"7559",2.65522
"7560",0
"7561",2.61283
"7562",2.38167
"7563",0
"7564",15.2387
"7565",26.5907
"7566",6.18542
"7567",49.2843
"7568",121.507
"7569",31.8376
"7570",0
"7571",0
"7572",0
"7573",8.43066
"7574",0
"7575",0
"7576",0
"7577",0
"7578",0
"7579",0
"7580",0
"7581",0
"7582",0
"7583",0
"7584",20.5614
"7585",0
"7586",0
"7587",0
"7588",2.8896
"7589",4.91768
"7590",1.03748
"7591",0
"7592",5.66987
"7593",2.82193
"7594",13.8701
"7595",7.60521
"7596",30.3292
"7597",0
"7598",0
"7599",0
"7600",2.86733
"7601",5.28643
"7602",58.7215
"7603",0
"7604",0
"7605",0
"7606",11.6572
"7607",0
"7608",0
"7609",6.22741
"7610",4.58931
"7611",0
"7612",304.64
"7613",0
"7614",0
"7615",1.26917
"7616",0
"7617",6.12983
"7618",6.68525
"7619",5.32052
"7620",0
"7621",6.99746
"7622",2.19161
"7623",0
"7624",0
"7625",0
"7626",0
"7627",2.95855
"7628",0
"7629",0
"7630",0
"7631",0
"7632",3.43546
"7633",3.44994
"7634",0
"7635",3.65989
"7636",0
"7637",0
"7638",1.71995
"7639",0
"7640",1.50323
"7641",1.84896
"7642",1.74266
"7643",10.2533
"7644",9.75352
"7645",0.00013215
"7646",0.00012926
"7647",2.41684
"7648",0
"7649",0
"7650",139.233
"7651",4.71764e-05
"7652",25.0357
"7653",9.19364
"7654",0
"7655",0
"7656",0
"7657",15.125
"7658",0
"7659",0
"7660",0
"7661",6.49983
"7662",5.64338
"7663",0
"7664",4.47842
"7665",0
"7666",0
"7667",1.86672
"7668",0
"7669",0
"7670",0
"7671",0
"7672",2.29614
"7673",0
"7674",0
"7675",80.0793
"7676",0
"7677",0
"7678",0
"7679",3.23195
"7680",54.4867
"7681",7.80821e-05
"7682",0
"7683",15.5539
"7684",0
"7685",0
"7686",0
"7687",2.22019
"7688",22.1502
"7689",0
"7690",0
"7691",1.9429
"7692",22.3577
"7693",19.2022
"7694",4.58891
"7695",13.2226
"7696",16.0442
"7697",0
"7698",19.0215
"7699",0
"7700",2.59955
"7701",61.8511
"7702",7.34606
"7703",16.7003
"7704",0
"7705",41.4608
"7706",0
"7707",2.27571
"7708",0
"7709",0
"7710",0
"7711",0
"7712",44.0403
"7713",8.73667
"7714",19.5348
"7715",0
"7716",0
"7717",0
"7718",0
"7719",5.92149
"7720",2.23347
"7721",0
"7722",38.0572
"7723",0
"7724",17.7323
"7725",0
"7726",0
"7727",67.9682
"7728",5.5818
"7729",8.31553
"7730",0
"7731",0
"7732",56.9282
"7733",0
"7734",0
"7735",0
"7736",0
"7737",0
